ORGANISATION_NAME,SUBURB,STATE,POSTCODE,LONGITUDE,LATITUDE,NHSD_SERVICE_TYPE,GA_CLASS
Mt Barker Country Chemist,Mount Barker,WA,6324,117.6624755859380,-34.628509521484400,Pharmacy service,Pharmacy
Farnham Road Pharmacy,Quakers Hill,NSW,2763,150.90476708,-33.72627453,Pharmacy service,Pharmacy
Erskine Discount Drug Store,Mandurah,WA,6210,115.66062927246100,-32.58407211303710,Pharmacy service,Pharmacy
Campus Pharmacy Wollongong,Keiraville,NSW,2500,150.8785,-34.407602,Pharmacy service,Pharmacy
Priceline Pharmacy Murray Bridge,Murray Bridge,SA,5253,139.27910353,-35.11909186,Pharmacy service,Pharmacy
Kiara Pharmacy,Kiara,WA,6054,115.93781280517600,-31.88699722290040,Pharmacy service,Pharmacy
Beeliar Discount Drug Store,Beeliar,WA,6164,115.79762298,-32.12818759,Pharmacy service,Pharmacy
Hurstbridge Pharmacy,Hurstbridge,VIC,3099,145.19496154785200,-37.63724136352540,Pharmacy service,Pharmacy
Nerang My Centre Chempro Chemist,Nerang,QLD,4211,153.33762098,-27.99627599,Pharmacy service,Pharmacy
Adelaide Discount Pharmacy,Adelaide,SA,5000,138.60185537,-34.93165157,Pharmacy service,Pharmacy
Airport West Pharmacy,Airport West,VIC,3042,144.88870239257800,-37.7138557434082,Pharmacy service,Pharmacy
Pharmacy Focus Mount Annan,Mount Annan,NSW,2567,150.75794111,-34.04716988,Pharmacy service,Pharmacy
Terrywhite Chemmart Mt Barker South,Mount Barker,SA,5251,138.873973,-35.089263,Pharmacy service,Pharmacy
Optimal Pharmacy Plus Armadale,Armadale,WA,6112,116.01483502,-32.15036184,Pharmacy service,Pharmacy
Pharmacy 777 Busselton,Busselton,WA,6280,115.342003,-33.651001,Pharmacy service,Pharmacy
Priceline Pharmacy Canning Vale,Canning Vale,WA,6155,115.94160974,-32.08965166,Pharmacy service,Pharmacy
Gatton Pharmacy,Gatton,QLD,4343,152.27783203125,-27.556407928466800,Pharmacy service,Pharmacy
Hermit Park Shopping Centre Pharmacy,Hermit Park,QLD,4812,146.79883711,-19.28094354,Pharmacy service,Pharmacy
The Pharmacy Como,South Yarra,VIC,3141,144.99867248535200,-37.84004592895510,Pharmacy service,Pharmacy
Star Discount Chemist - Firle,Firle,SA,5070,138.656279,-34.904925,Pharmacy service,Pharmacy
Wardell Pharmacy And Post Office,Wardell,NSW,2477,153.46598394,-28.95154712,Pharmacy service,Pharmacy
Entrada Pharmacy,Parramatta,NSW,2150,151.00686326,-33.80796951,Pharmacy service,Pharmacy
Broadbeach Waters Pharmacy,Broadbeach Waters,QLD,4218,153.41976928710900,-28.018096923828100,Pharmacy service,Pharmacy
Kinglake Pharmacy,Kinglake,VIC,3763,145.34689038,-37.53149325,Pharmacy service,Pharmacy
Chemist Discount Centre Moe,Moe,VIC,3825,146.25048828125,-38.18868637084960,Pharmacy service,Pharmacy
Chemist Discount Centre Craigieburn,Craigieburn,VIC,3064,144.91556043,-37.59410445,Pharmacy service,Pharmacy
Terrywhite Chemmart Guildford,Guildford,NSW,2161,150.98809027,-33.85468478,Pharmacy service,Pharmacy
Priceline Pharmacy Bowral,Bowral,NSW,2576,150.41833105,-34.47944054,Pharmacy service,Pharmacy
Minchinbury Pharmacy,Minchinbury,NSW,2770,150.83242797851600,-33.78731918334960,Pharmacy service,Pharmacy
Chemist Warehouse Ringwood,Ringwood,VIC,3134,145.22683715820300,-37.815853118896500,Pharmacy service,Pharmacy
Good Price Pharmacy Warehouse Carrara,Carrara,QLD,4211,153.39298002,-28.03109792,Pharmacy service,Pharmacy
Pharmacy 777 Geraldton,Wandina,WA,6530,114.631607,-28.809916,Pharmacy service,Pharmacy
Priceline Pharmacy St Marys,St Marys,NSW,2760,150.77086544,-33.76682513,Pharmacy service,Pharmacy
Territory Pharmacy Terrace,Katherine South,NT,850,132.26271008,-14.46545817,Pharmacy service,Pharmacy
Imes Pharmacy,South Melbourne,VIC,3205,144.9604034423830,-37.833221435546900,Pharmacy service,Pharmacy
Rebecca Baker Pharmacy,Nagambie,VIC,3608,145.15155152,-36.78873234,Pharmacy service,Pharmacy
Chemist Warehouse Bayside Shopping Centre Frankston,Frankston,VIC,3199,145.12295789,-38.1418982,Pharmacy service,Pharmacy
Priceline Pharmacy Mornington,Mornington,VIC,3931,145.0618133544920,-38.21906280517580,Pharmacy service,Pharmacy
Gympie Friendly Society Pharmacy,Gympie,QLD,4570,152.66370643,-26.18445354,Pharmacy service,Pharmacy
Kuranda Pharmacy,Kuranda,QLD,4881,145.63601913,-16.81964675,Pharmacy service,Pharmacy
Pharmacy 4 Less Jesmond,Jesmond,NSW,2299,151.69102478027300,-32.90397644042970,Pharmacy service,Pharmacy
Logan Village Pharmacy,Logan Village,QLD,4207,153.10720776,-27.76821043,Pharmacy service,Pharmacy
Terrywhite Chemmart Epping,Epping,NSW,2121,151.08337129,-33.7735947,Pharmacy service,Pharmacy
Healthsave Pharmacy Dandenong,Dandenong,VIC,3175,145.2223358154300,-37.97990417480470,Pharmacy service,Pharmacy
Tailem Bend Pharmacy,Tailem Bend,SA,5260,139.455654,-35.255747,Pharmacy service,Pharmacy
Qv Terrace Pharmacy,Melbourne,VIC,3000,144.9658379,-37.81090773,Pharmacy service,Pharmacy
Tembys Day And Night Pharmacy,Broken Hill,NSW,2880,141.4556884765630,-31.948471069335900,Pharmacy service,Pharmacy
Chemist Warehouse Hurstville,Hurstville,NSW,2220,151.1049346923830,-33.965518951416000,Pharmacy service,Pharmacy
Singleton Discount Drug Store,Singleton,NSW,2330,151.16700744628900,-32.56498718261720,Pharmacy service,Pharmacy
Ramsay Pharmacy Mount Gravatt,Upper Mount Gravatt,QLD,4122,153.08006436,-27.55081835,Pharmacy service,Pharmacy
North Hobart Pharmacy,North Hobart,TAS,7000,147.3161571,-42.87411402,Pharmacy service,Pharmacy
Star Discount Chemist Dolls Point,Sans Souci,NSW,2219,151.1318359375,-33.99339294433590,Pharmacy service,Pharmacy
Moonee Ponds Pharmacy,Moonee Ponds,VIC,3039,144.9222412109380,-37.767433166503900,Pharmacy service,Pharmacy
Ramsay Pharmacy Tunstall Square,Doncaster East,VIC,3109,145.17132568359400,-37.791160583496100,Pharmacy service,Pharmacy
Wentworth Pharmacy,Howrah,TAS,7018,147.38902282714800,-42.876163482666000,Pharmacy service,Pharmacy
Birks Chemists - Blair Athol,Blair Athol,SA,5084,138.6007843017580,-34.86236572265630,Pharmacy service,Pharmacy
North Street Pharmacy,Midland,WA,6056,116.00605656,-31.88532009,Pharmacy service,Pharmacy
Chemist Warehouse Coburg,Coburg,VIC,3058,144.96583557128900,-37.74375915527340,Pharmacy service,Pharmacy
Chemist Warehouse Hoppers Crossing,Hoppers Crossing,VIC,3029,144.73238124,-37.8697891,Pharmacy service,Pharmacy
Terrywhite Chemmart Broadmeadows,Jacana,VIC,3047,144.91415405273400,-37.68445587158200,Pharmacy service,Pharmacy
Artisan Chemist Compounding Pharmacy,Warana,QLD,4575,153.12370724,-26.72802588,Pharmacy service,Pharmacy
Direct Chemist Outlet Dandenong Village,Dandenong South,VIC,3175,145.24681718,-38.00405508,Pharmacy service,Pharmacy
Penna's Edensor Park Pharmacy,Edensor Park,NSW,2176,150.87667846679700,-33.876216888427700,Pharmacy service,Pharmacy
Paisley Clinic Pharmacy,Footscray,VIC,3011,144.89532470703100,-37.80072784423830,Pharmacy service,Pharmacy
Morningside Central Chempro Chemist,Morningside,QLD,4170,153.08008233,-27.46624698,Pharmacy service,Pharmacy
Blooms The Chemist Mt Ommaney,Mount Ommaney,QLD,4074,152.93884721,-27.54954609,Pharmacy service,Pharmacy
Rohit's Pharmacy,Randwick,NSW,2031,151.24096663,-33.91507954,Pharmacy service,Pharmacy
Chemist Warehouse Westfield Geelong,Geelong,VIC,3220,144.36272441,-38.14659137,Pharmacy service,Pharmacy
Nunawading Amcal Pharmacy,Nunawading,VIC,3131,145.17568969726600,-37.817596435546900,Pharmacy service,Pharmacy
Melton Pharmacy,Melton,VIC,3337,144.55856323242200,-37.68581771850590,Pharmacy service,Pharmacy
Easy Script Compounding Pharmacy,St Marys,NSW,2760,150.77487182617200,-33.7635383605957,Pharmacy service,Pharmacy
Regency Compounding Pharmacy,Coburg North,VIC,3058,144.98351911,-37.72953671,Pharmacy service,Pharmacy
Terrywhite Chemmart Latrobe,Latrobe,TAS,7307,146.40783074,-41.23471926,Pharmacy service,Pharmacy
Livelife Pharmacy Mission Beach,Wongaling Beach,QLD,4852,146.09646913,-17.90019524,Pharmacy service,Pharmacy
Priceline Pharmacy James Street,Fortitude Valley,QLD,4006,153.03909831,-27.45529304,Pharmacy service,Pharmacy
Mansfield Pharmacy,Mansfield,VIC,3722,146.090597,-37.051856,Pharmacy service,Pharmacy
Callala Bay Pharmacy,Callala Bay,NSW,2540,150.7170867919920,-34.99486541748050,Pharmacy service,Pharmacy
Priceline Pharmacy Cessnock,Cessnock,NSW,2325,151.35394287109400,-32.836429595947300,Pharmacy service,Pharmacy
Palm Island Pharmacy,Palm Island,QLD,4816,146.57798153,-18.73284329,Pharmacy service,Pharmacy
Colyton Centre Pharmacy,Colyton,NSW,2760,150.8001251220700,-33.785911560058600,Pharmacy service,Pharmacy
Alive Pharmacy Warehouse Mount Sheridan,Mount Sheridan,QLD,4868,145.74048501,-16.99033453,Pharmacy service,Pharmacy
Hps Pharmacies Sydney Southwest,Liverpool,NSW,2170,150.92841495,-33.91667188,Hospital pharmacy service,Pharmacy
Burwood Discount Chemist,Burwood,NSW,2134,151.10553541,-33.8754085,Pharmacy service,Pharmacy
Roths Pharmacy,Elwood,VIC,3184,144.98849487304700,-37.8862419128418,Pharmacy service,Pharmacy
Gumeracha Community Pharmacy,Gumeracha,SA,5233,138.88375854492200,-34.825077056884800,Pharmacy service,Pharmacy
Chemist Warehouse Elizabeth,Elizabeth,SA,5112,138.6683349609380,-34.71815872192380,Pharmacy service,Pharmacy
Pharmacy 777 Usher,Usher,WA,6230,115.63344,-33.37595,Pharmacy service,Pharmacy
Rocchi's Pharmacy,Northcote,VIC,3070,144.99830627441400,-37.77179718017580,Pharmacy service,Pharmacy
Priceline Pharmacy Bentleigh,Bentleigh,VIC,3204,145.0395265,-37.91832211,Pharmacy service,Pharmacy
Priceline Pharmacy Bentleigh East,Bentleigh East,VIC,3165,145.05795288085900,-37.92064666748050,Pharmacy service,Pharmacy
Racecourse Road Pharmacy,Ascot,QLD,4007,153.06556691,-27.43350472,Pharmacy service,Pharmacy
Terrywhite Chemmart Fourways Devonport,Devonport,TAS,7310,146.35089111328100,-41.17578887939450,Pharmacy service,Pharmacy
Irymple Pharmacy,Irymple,VIC,3498,142.1675915,-34.23206647,Pharmacy service,Pharmacy
St Arnaud Pharmacy,St Arnaud,VIC,3478,143.25618758,-36.61366168,Pharmacy service,Pharmacy
Rozelle Village Pharmacy,Rozelle,NSW,2039,151.17093542,-33.86294193,Pharmacy service,Pharmacy
Chemist Warehouse Cannon Hill Kmart Plaza,Cannon Hill,QLD,4170,153.09780218,-27.4708294,Pharmacy service,Pharmacy
Terrywhite Chemmart Kew East,Kew East,VIC,3102,145.05162048339800,-37.798519134521500,Pharmacy service,Pharmacy
Pharmacy 4 Less Ringwood,Ringwood East,VIC,3135,145.25458903,-37.79758378,Pharmacy service,Pharmacy
Bridge Mall Ufs Pharmacy,Ballarat Central,VIC,3350,143.862094,-37.562801,Pharmacy service,Pharmacy
Fiveways Pharmacy Taringa,Taringa,QLD,4068,152.98997497558600,-27.497236251831100,Pharmacy service,Pharmacy
Wholelife Pharmacy & Healthfoods - Strathpine,Strathpine,QLD,4500,152.99338888,-27.30678562,Pharmacy service,Pharmacy
Salisbury North Pharmacist Advice,Salisbury North,SA,5108,138.62142684,-34.74877539,Pharmacy service,Pharmacy
Terrywhite Chemmart Dee Why Day & Night Pharmacy,Dee Why,NSW,2099,151.28867791,-33.75199645,Pharmacy service,Pharmacy
Chemist Warehouse Casuarina,Casuarina,NT,810,130.87952821,-12.37567636,Pharmacy service,Pharmacy
Priceline Pharmacy Greenacres,Greenacres,SA,5086,138.634872436523,-34.8703155517578,Pharmacy service,Pharmacy
Chemist Discount Centre Berwick,Berwick,VIC,3806,145.34753737,-38.02955969,Pharmacy service,Pharmacy
Priceline Pharmacy Hamilton,Hamilton,NSW,2303,151.74708557128900,-32.922027587890600,Pharmacy service,Pharmacy
Chemist Discount Centre Officer,Officer,VIC,3809,145.43516540527300,-38.064796447753900,Pharmacy service,Pharmacy
A1 Discount Chemist,Croydon Park,NSW,2133,151.11462414,-33.89414796,Pharmacy service,Pharmacy
Tallangatta Pharmacy,Tallangatta,VIC,3700,147.17904663085900,-36.2164421081543,Pharmacy service,Pharmacy
Axcess Healthcare Brisbane,Redcliffe,QLD,4020,153.10529564,-27.22926445,Pharmacy service,Pharmacy
Terrywhite Chemmart Thuringowa Central,Thuringowa Central,QLD,4817,146.73147497,-19.30809655,Pharmacy service,Pharmacy
Glen Street Pharmacy Millicent,Millicent,SA,5280,140.3531951904300,-37.596214294433600,Pharmacy service,Pharmacy
Terrywhite Chemmart Melbourne Central,Melbourne,VIC,3000,144.96338737,-37.81135899,Pharmacy service,Pharmacy
Bulli Pharmacy,Bulli,NSW,2516,150.9128497,-34.33612293,Pharmacy service,Pharmacy
Terrywhite Chemmart Mt Barker Central,Mount Barker,SA,5251,138.85962246966,-35.0643386176393,Pharmacy service,Pharmacy
Moreland Discount Chemist,Brunswick West,VIC,3055,144.94543873,-37.75341332,Pharmacy service,Pharmacy
Terrywhite Chemmart Turton St Sunnybank,Sunnybank,QLD,4109,153.05459594726600,-27.57485580444340,Pharmacy service,Pharmacy
Chester Hill Chemist Discount Centre,Chester Hill,NSW,2162,151.00238037109400,-33.8831901550293,Pharmacy service,Pharmacy
Friendly Society Dispensary Palmerin Street,Warwick,QLD,4370,152.033203125,-28.216907501220700,Pharmacy service,Pharmacy
Penshurst Pharmacy,Penshurst,NSW,2222,151.088134765625,-33.96437072753910,Pharmacy service,Pharmacy
Priceline Pharmacy Diamond Creek,Diamond Creek,VIC,3089,145.15887451171900,-37.674617767334000,Pharmacy service,Pharmacy
Wetherill Park Pharmacy,Wetherill Park,NSW,2164,150.9091339111330,-33.8502082824707,Pharmacy service,Pharmacy
Piggotts Pharmacy Lambton,Lambton,NSW,2299,151.70796875,-32.91175885,Pharmacy service,Pharmacy
Biloela Medical Centre Pharmacy,Biloela,QLD,4715,150.50772693,-24.40588976,Pharmacy service,Pharmacy
Southwest Hospital Pharmacy,College Grove,WA,6230,115.65350193,-33.3645866,Pharmacy service,Pharmacy
Epic Pharmacy Newcastle,New Lambton Heights,NSW,2305,151.6986846923830,-32.92255401611330,Pharmacy service,Pharmacy
Warner Discount Chemist,Warner,QLD,4500,152.96216232,-27.31073833,Pharmacy service,Pharmacy
Priceline Pharmacy Craigieburn Central,Craigieburn,VIC,3064,144.91397094726600,-37.593814849853500,Pharmacy service,Pharmacy
Wellington Point Discount Drug Store,Wellington Point,QLD,4160,153.23657647,-27.50964445,Pharmacy service,Pharmacy
Stewart's Good Price Pharmacy Warehouse Northam,Northam,WA,6401,116.67286682128900,-31.652292251586900,Pharmacy service,Pharmacy
Pokolbin Village Pharmacy,Pokolbin,NSW,2320,151.29316297,-32.77392929,Pharmacy service,Pharmacy
Medicines Plus Worongary,Worongary,QLD,4213,153.3542938232420,-28.04880714416500,Pharmacy service,Pharmacy
United Chemists Mini Warehouse Marion,Oaklands Park,SA,5046,138.54490196,-35.01595672,Pharmacy service,Pharmacy
Ballards Pharmacy,Moruya,NSW,2537,150.08368551,-35.91135555,Pharmacy service,Pharmacy
Howard Pharmacy,Howard,QLD,4659,152.56153869628900,-25.31789207458500,Pharmacy service,Pharmacy
Queens Park Pharmacy,Queens Park,WA,6107,115.95275115966800,-31.999740600585900,Pharmacy service,Pharmacy
Berrigan Drive Pharmacy,Jandakot,WA,6164,115.85782,-32.10799,Pharmacy service,Pharmacy
East Grampians Health Service - Ararat,Ararat,VIC,3377,142.93024423,-37.27826451,Hospital pharmacy service,Pharmacy
Glengarry Community Chemist,Glengarry,VIC,3854,146.57327270507800,-38.125728607177700,Pharmacy service,Pharmacy
Collinsville Pharmacy,Collinsville,QLD,4804,147.84469128,-20.55251709,Pharmacy service,Pharmacy
Newbery Chemists - Snowtown,Snowtown,SA,5520,138.21282479,-33.78686341,Pharmacy service,Pharmacy
Terry White Chemmart Newton,Newton,SA,5074,138.67487987,-34.87732225,Pharmacy service,Pharmacy
Rhys Jones Pharmacy,Rosny Park,TAS,7018,147.37074279785200,-42.86701202392580,Pharmacy service,Pharmacy
Value Plus Pharmacy,Rodd Point,NSW,2046,151.14134488,-33.86651351,Pharmacy service,Pharmacy
Blooms The Chemist Kingaroy,Kingaroy,QLD,4610,151.83693358,-26.54158706,Pharmacy service,Pharmacy
Barraba Pharmacy,Barraba,NSW,2347,150.61007690429700,-30.37891387939450,Pharmacy service,Pharmacy
Hps Pharmacies Lenah Valley,New Town,TAS,7008,147.3041445,-42.86550407,Pharmacy service,Pharmacy
Violet Soliman's Pharmacy,Reservoir,VIC,3073,145.01263427734400,-37.69563293457030,Pharmacy service,Pharmacy
Kanan Pharmacy,Punchbowl,NSW,2196,151.05591182,-33.92403177,Pharmacy service,Pharmacy
Priceline Pharmacy Forest Hill,Forest Hill,VIC,3131,145.16534423828100,-37.8348388671875,Pharmacy service,Pharmacy
Priceline Pharmacy Eli Waters,Eli Waters,QLD,4655,152.81571116,-25.28674402,Pharmacy service,Pharmacy
Chemist Discount Centre Glenroy,Glenroy,VIC,3046,144.91627985,-37.7056843,Pharmacy service,Pharmacy
Capital Chemist Waramanga,Waramanga,ACT,2611,149.0599822998050,-35.35253143310550,Pharmacy service,Pharmacy
Priceline Pharmacy Glenorchy,Glenorchy,TAS,7010,147.27801513671900,-42.83371353149410,Pharmacy service,Pharmacy
Pharmacy 4 Less Jesmond Central,Jesmond,NSW,2299,151.68994140625,-32.90215301513670,Pharmacy service,Pharmacy
Hps Pharmacies Bundoora,Bundoora,VIC,3083,145.0596364,-37.69860486,Pharmacy service,Pharmacy
Hewett Pharmacy,Hewett,SA,5118,138.74776703,-34.5789303,Pharmacy service,Pharmacy
Pharmacy 4 Less Waurn Ponds,Grovedale,VIC,3216,144.31576963,-38.20075873,Pharmacy service,Pharmacy
Yarram Pharmacy,Yarram,VIC,3971,146.67653955,-38.56231497,Pharmacy service,Pharmacy
Harristown Pharmacy,Harristown,QLD,4350,151.93324781,-27.5820999,Pharmacy service,Pharmacy
Chemist Warehouse Braybrook - Home Co,Braybrook,VIC,3019,144.85483586,-37.78668387,Pharmacy service,Pharmacy
Bayside Chempro Chemist,Wynnum,QLD,4178,153.17356872558600,-27.445466995239300,Pharmacy service,Pharmacy
Carefirst Pharmacy,Castle Hill,NSW,2154,151.00568737,-33.73264413,Pharmacy service,Pharmacy
Paradise Point Chempro Chemist,Paradise Point,QLD,4216,153.39500738,-27.88656069,Pharmacy service,Pharmacy
Priceline Pharmacy Kingston,Kingston,TAS,7050,147.30984497070300,-42.9765739440918,Pharmacy service,Pharmacy
Redcliffe Dolphins Discount Drug Store,Kippa-Ring,QLD,4021,153.09902954101600,-27.219318389892600,Pharmacy service,Pharmacy
Atherton Hospital - Pharmacy,Atherton,QLD,4883,145.4835968017580,-17.266345977783200,Pharmacy service,Pharmacy
Chemist Warehouse Newcastle,Newcastle,NSW,2300,151.78196716308600,-32.926902770996100,Pharmacy service,Pharmacy
Narwee Pharmacy,Narwee,NSW,2209,151.0706886,-33.94667977,Pharmacy service,Pharmacy
Cambridge Park Pharmacy,Cambridge Park,NSW,2747,150.72201538085900,-33.747982025146500,Pharmacy service,Pharmacy
Mundijong Pharmacy,Mundijong,WA,6123,115.9859848022460,-32.29369354248050,Pharmacy service,Pharmacy
Chemist Warehouse Leda,Leda,WA,6170,115.80619315,-32.25967601,Pharmacy service,Pharmacy
Geelong Day & Night Pharmacy,Geelong,VIC,3220,144.36423814,-38.15024774,Pharmacy service,Pharmacy
Lake Road Pharmacy,Port Macquarie,NSW,2444,152.90916442871100,-31.441043853759800,Pharmacy service,Pharmacy
Capital Chemist Coombs,Coombs,ACT,2611,149.04018637,-35.31966145,Pharmacy service,Pharmacy
Xtreme Chemist Toongabbie,Toongabbie,NSW,2146,150.93434143066400,-33.79477310180660,Pharmacy service,Pharmacy
Chemist Warehouse Chirnside Park,Chirnside Park,VIC,3116,145.31287466,-37.75715116,Pharmacy service,Pharmacy
Health Choice Pharmacy,Parramatta,NSW,2150,151.00707119,-33.82117485,Pharmacy service,Pharmacy
Yagoona Medical Pharmacy,Yagoona,NSW,2199,151.035805,-33.905712,Pharmacy service,Pharmacy
Pingelly Pharmacy,Pingelly,WA,6308,117.08441925048800,-32.53434753417970,Pharmacy service,Pharmacy
Dunearn Pharmacy,Dandenong North,VIC,3175,145.202774047851,-37.9678649902343,Pharmacy service,Pharmacy
Priceline Pharmacy Mercato On Byron,Byron Bay,NSW,2481,153.61244201660200,-28.647069931030300,Pharmacy service,Pharmacy
Community Care Chemist Belmont,Belmont,VIC,3216,144.34390258789100,-38.17448043823240,Pharmacy service,Pharmacy
Caremore Bain & Co Pharmacy,St Kilda,VIC,3182,144.97623077,-37.86083015,Pharmacy service,Pharmacy
Terrywhite Chemmart Noraville,Noraville,NSW,2263,151.549434,-33.266568,Pharmacy service,Pharmacy
Pharmacy 777 High Wycombe,High Wycombe,WA,6057,116.00305,-31.93897,Pharmacy service,Pharmacy
Terrywhite Chemmart Norwood,Norwood,SA,5067,138.6320037841800,-34.921600341796900,Pharmacy service,Pharmacy
Priceline Pharmacy - Port Macquarie,Port Macquarie,NSW,2444,152.90846252441400,-31.429601669311500,Pharmacy service,Pharmacy
The Barossa Pharmacist Main Street,Nuriootpa,SA,5355,138.9962615966800,-34.47145462036130,Pharmacy service,Pharmacy
Terrywhite Chemmart Greenvale Lakes,Roxburgh Park,VIC,3064,144.91476927,-37.6160452,Pharmacy service,Pharmacy
Slade Pharmacy Albert Street,East Melbourne,VIC,3002,144.98410034179700,-37.81069564819340,Pharmacy service,Pharmacy
Lancelin Pharmacy,Lancelin,WA,6044,115.33248138427700,-31.020023345947300,Pharmacy service,Pharmacy
Terrywhite Chemmart North Plympton,Marleston,SA,5033,138.55399155,-34.94882083,Pharmacy service,Pharmacy
Point Cook Pharmacy,Point Cook,VIC,3030,144.7554931640630,-37.8874626159668,Pharmacy service,Pharmacy
Waratah Village Amcal,Waratah,NSW,2298,151.72598781,-32.907306750000000,Pharmacy service,Pharmacy
Concord Hospital Medical Centre Pharmacy,Concord West,NSW,2138,151.09692533,-33.83266914,Pharmacy service,Pharmacy
Bribie Community Pharmacy,Bongaree,QLD,4507,153.16044339,-27.08346469,Pharmacy service,Pharmacy
Priceline Pharmacy Strathpine,Strathpine,QLD,4500,152.99338888,-27.30678562,Pharmacy service,Pharmacy
Gatton Plaza Discount Drug Store,Gatton,QLD,4343,152.27743711,-27.55940554,Pharmacy service,Pharmacy
Star Discount Chemist - Glenelg,Glenelg South,SA,5045,138.51828002929700,-34.99005889892580,Pharmacy service,Pharmacy
Wizard Pharmacy Perth - Enex100,Perth,WA,6000,115.85780524,-31.95449086,Pharmacy service,Pharmacy
Healthline Pharmacy Coburg,Coburg,VIC,3058,144.9650115966800,-37.74142837524410,Pharmacy service,Pharmacy
Chemist Outlet Byron Bay,Byron Bay,NSW,2481,153.6126708984380,-28.64384651184080,Pharmacy service,Pharmacy
Wizard Pharmacy Banksia Grove,Banksia Grove,WA,6031,115.801791,-31.706077,Pharmacy service,Pharmacy
Terrywhite Chemmart Mowbray,Mowbray,TAS,7248,147.13248559,-41.40442989,Pharmacy service,Pharmacy
Priceline Pharmacy Nowra,Nowra,NSW,2541,150.60171508789100,-34.8747673034668,Pharmacy service,Pharmacy
Livelife Pharmacy Coolum Park,Coolum Beach,QLD,4573,153.07874605,-26.5387162,Pharmacy service,Pharmacy
Atrium Plaza Pharmacy,Herston,QLD,4006,153.02874755859400,-27.446712493896500,Pharmacy service,Pharmacy
Chemist Warehouse Southbank,Southbank,VIC,3006,144.96539147,-37.82875541,Pharmacy service,Pharmacy
Terrywhite Chemmart Robina,Robina,QLD,4226,153.3852996826170,-28.077308654785200,Pharmacy service,Pharmacy
Queen Elizabeth Hospital Pharmacy,Woodville South,SA,5011,138.53397043,-34.88392862,Hospital pharmacy service,Pharmacy
Pharmacy 777 Maddington,Maddington,WA,6109,116.00178069,-32.0544066,Pharmacy service,Pharmacy
Blooms The Chemist Figtree,Figtree,NSW,2525,150.85932147,-34.43456533,Pharmacy service,Pharmacy
Randwick Community Pharmacy,Randwick,NSW,2031,151.2398681640630,-33.914669036865200,Pharmacy service,Pharmacy
Xtreme Chemist Blacktown,Blacktown,NSW,2148,150.91881619,-33.78093871,Pharmacy service,Pharmacy
Grampians Health Ballarat,Ballarat Central,VIC,3350,143.84652367,-37.55939516,Hospital pharmacy service,Pharmacy
Youngs Pharmacy,Rozelle,NSW,2039,151.16860961914100,-33.865089416503900,Pharmacy service,Pharmacy
Mates Discount Pharmacy,Lavington,NSW,2641,146.93637084960900,-36.04953384399410,Pharmacy service,Pharmacy
Chester & Jakes Pharmacy Westpoint,Blacktown,NSW,2148,150.90444946289100,-33.77047348022460,Pharmacy service,Pharmacy
Giant Chemist Harbour Town,Biggera Waters,QLD,4216,153.39036560058600,-27.93440055847170,Pharmacy service,Pharmacy
Discount Drug Store Rosewater,Rosewater,SA,5013,138.5279998779300,-34.85179901123050,Pharmacy service,Pharmacy
Complete Care Pharmacy Wheeler Heights,Wheeler Heights,NSW,2097,151.2788848876950,-33.73342514038090,Pharmacy service,Pharmacy
Priceline Pharmacy Underwood,Underwood,QLD,4119,153.10992431640600,-27.607057571411100,Pharmacy service,Pharmacy
South Turramurra Pharmacy,South Turramurra,NSW,2074,151.11180114746100,-33.74882125854490,Pharmacy service,Pharmacy
Little Mountain Pharmacy,Little Mountain,QLD,4551,153.08842282,-26.77730474,Pharmacy service,Pharmacy
Bassam's Pharmacy,Campsie,NSW,2194,151.10369813,-33.91063051,Pharmacy service,Pharmacy
Direct Chemist Outlet Naracoorte,Naracoorte,SA,5271,140.74237060546900,-36.956329345703100,Pharmacy service,Pharmacy
Cannington Medical Centre Pharmacy,Cannington,WA,6107,115.92467,-32.01203,Pharmacy service,Pharmacy
Priceline Pharmacy Moranbah Fair,Moranbah,QLD,4744,148.0435791015630,-22.00087547302250,Pharmacy service,Pharmacy
Priceline Pharmacy Bundoora,Bundoora,VIC,3083,145.05832398,-37.69647202,Pharmacy service,Pharmacy
Chemist Warehouse South Yarra - Ogg's Pharmacy,South Yarra,VIC,3141,144.99339535,-37.838920280000000,Pharmacy service,Pharmacy
Good Price Pharmacy Warehouse Rothwell,Rothwell,QLD,4022,153.06624563,-27.21877882,Pharmacy service,Pharmacy
Ben's Health Pharmacy,Emmaville,NSW,2371,151.59787291,-29.44470097,Pharmacy service,Pharmacy
Chemist Warehouse Distribution Centre - Maribyrnong,Maidstone,VIC,3012,144.87560276,-37.77873033,Pharmacy service,Pharmacy
Terrywhite Chemmart Redcliffe,Redcliffe,QLD,4020,153.1146624,-27.23042307,Pharmacy service,Pharmacy
Friendly Care Advantage Moonah,Moonah,TAS,7009,147.29574584960900,-42.84609603881840,Pharmacy service,Pharmacy
Direct Chemist Outlet Rothwell,Rothwell,QLD,4022,153.04600836,-27.21406802,Pharmacy service,Pharmacy
Optimal Pharmacy Plus Norwest,Norwest,NSW,2153,150.96276415,-33.73322636,Pharmacy service,Pharmacy
Priceline Pharmacy East Victoria Park,East Victoria Park,WA,6101,115.90185546875,-31.9836082458496,Pharmacy service,Pharmacy
